ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
SeaTac,"18237 42nd Ave South, ",99206-5661,47.438641,WSAC2010.003.00A-D,"Greer, Mandy",The Universe Awakens to the Child,2011,"Steel, paper maché, fabric, leather, wool, yarn, beads, and buttons","78 in x 20 in x 20 in (part 1 summer/fire), 54 in x 22.5 in x 22.5 in (part 2 spring/air), 57 in x 24 in x 24 in (part 3 fall/water), 60 in x 30 in x 30 in (part 4 winter/earth)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Bow Lake Elementary,SE Atrium,"(47.438641, -122.282402)"
SeaTac,"20301 32nd Avenue South, ",98271-,47.420329,WSAC2007.001.001,"Mapelli, Liz",Magnificent M,2007,Fused glass,34 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Madrona Elementary,Adjacent to stairway #4,"(47.420329, -122.293226)"
SeaTac,"20301 32nd Avenue South, ",98198,47.420336,WSAC2007.001.002A-M,"Mapelli, Liz",Magnificent M,2007,Fused glass,10 in to 16 in diam (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Madrona Elementary,Windows in stairway #4,"(47.420336, -122.293226)"
Seattle,"10015 6th Ave S.W., ",98321,47.513659,WSAC2004.016.000,"Fessler, Mark",Channel,2006,"Sierra white granite, stainless steel, composite lumber, silicone bronze, and pumice",11 ft x 56 in x 56 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,White Center Heights Elementary,Plaza near steps to community school entrance - West side of school,"(47.513659, -122.344186)"
Seattle,"10811 12th Avenue SW, ",99005,47.506389,WSAC2007.017.00A-C,"La Londe, Richard",One World,2008,Fused glass,8 ft x 17.5 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Mount View Elementary,main entry hall - across from admin office,"(47.506389, -122.350791)"
Seattle,"1418 NW 65th ST, ",98117,47.676522,WSAC1999.016.000,"Knight, Gwen",Diva,1994,Serigraph,28 in x 23 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle School District,Ballard High School,library,"(47.676522, -122.376441)"
Seattle,"1418 NW 65th ST, ",98405,47.676882,WSAC1998.173.000,"Lawrence, Jacob",Windows,1977,Offset lithograph,21 3/4 in x 25 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle School District,Ballard High School,Library,"(47.676882, -122.374584)"
Seattle,"1701 Broadway, ",99201-0282,47.616354,WSAC2005.035.00A-L,"Hara, Keiko",Topophilia-Imbuing in Maru,2006,Oil and mixed media collage on aluminum panel,142 in x 106 in x 1.25 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle Central Community College,Seattle Central College,Broadway Edison Bldg. wall adjacent to info.center,"(47.616354, -122.321682)"
Seattle,"1701 Broadway, ",98122-9905,47.616392,WSAC2008.008.000,"Dingus, Marita",Recycled Child,2009,Computer parts and oil paint on canvas,180 in x 100 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle Central Community College,Seattle Central College,"Edison North Building, ground floor hallway - near Harvard St. entrance","(47.616392, -122.321799)"
Seattle,"1701 Broadway, ",98122-9905,47.617981,WSAC2006.010.00A-J,"Nachman, Roger",Life 101,2006,Fused glass,20 in x 30 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle Central Community College,Seattle Central College,Main student lounge in Science and Math Building,"(47.617981, -122.321856)"
Seattle,"19835 8th Avenue South, ",98273,47.42444,WSAC2007.002.000,"O'Brien, Cheri",Setting the Fish Free,2007,"Fused, painted glass",3.5 ft x 13.8125 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,North Hill Elementary,Above library entrance,"(47.42444, -122.327225)"
Seattle,"2203 Airport Way S., Suite 360, ",98661-4120,47.583717,WSAC2004.044.000,"Nachman, Roger",Blood Cells,2004,Fused cast glass,"15 in x 15 in x 1 in (each, 18 parts)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State Patrol,"Washington State Patrol - Toxicology Divsion Headquarters, Seattle",Near entrance,"(47.583717, -122.322877)"
Seattle,"2310 S. Lane, ",98072,47.59663,WSAC2011.005.00A-T,"Shaw, Benson",Wood Anatomy,2012,"Glass, PVC, and urethane resin",dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle Central Community College,Wood Technology Center,"Main entrance: East, South and West sides","(47.59663, -122.30169)"
Seattle,"2600 Thistle Ave SW, ",98604,47.528474981865386,WSAC2011.002.00A-F,"Alonso, Juan",Sentinels,2011,Stainless steel,96 in x 36 in (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle Public Schools,Chief Sealth High School,In front of auditorium,"(47.528474981865386, -122.36610348954923)"
Seattle,"3013 S Mt Baker  Blvd, ",98375-9747,47.576556,WSAC1989.049.000,"Wiegman, Clark",Key Grove,1990,Galvanized steel,66 in x 405 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Seattle School District,Franklin High School,Outside front school entrance,"(47.576556, -122.292893)"
Seattle,"402 SW 132nd St., ",98607,47.485459,WSAC2005.045.003A-B,Bruce Andersen and Shannon Andersen,Continual Progressions,2006,Hand-formed stoneware mosaic tile,"24 in x 36 in x 20 in (each, 2 parts)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Hazel Valley Elementary,Exterior column support bases,"(47.485459, -122.34071)"
Seattle,"402 SW 132nd St., ",98146,47.485615,WSAC2005.045.001,Bruce Andersen and Shannon Andersen,Continual Progressions,2006,Hand-formed stoneware mosaic tile,10 in x 56 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Hazel Valley Elementary,"Main stairwell, foyer","(47.485615, -122.340714)"
Seattle,"402 SW 132nd St., ",98146,47.485615,WSAC2005.045.002A-D,Bruce Andersen and Shannon Andersen,Continual Progressions,2006,Hand-formed stoneware mosaic tile,"12 in x 18 in x 1 1/2 in (each, 4 parts)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Highline School District,Hazel Valley Elementary,4 pod entrances,"(47.485615, -122.340714)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.546366,WSAC2003.080.001A-B,"Sollod, Ellen",Breathing Lessons,2004,Neon,11 in x 10 ft x 4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,Olympic Hall (OLY) - North and South,"(47.546366, -122.352196)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.546764,WSAC2003.080.002,"Sollod, Ellen",Solar Chamber,2005,"Carbon steel, automotive paint, dichroic glass, acrylic LEDs, battery, and solar panel",14 1/2 ft x 7 ft x 7 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,North planting area - near Olympic Hall (OLY),"(47.546764, -122.352076)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.547211,WSAC1983.178.000,"Marcus, Sharon",Salt Sprint Study III,1981,100% wool weft and cotton seine twine warp,20 in x 29 1/2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,"Jerry Brockey Student Center (JMB), Lobby of JMB Student Life, 135","(47.547211, -122.351794)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.547485,WSAC1998.001.005,"Guzak, Karen",A Five Part Artwork: Hidden Quotes,1998,Color laser prints and Plexiglas,8 in x 8 in (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,Library and learning center,"(47.547485, -122.352859)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.547485,WSAC1998.001.001,"Guzak, Karen",A Five Part Artwork: Tech Totem Garden,1998,Powder coated steel,60-144 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,Entry planter box and East entry of library,"(47.547485, -122.352859)"
Seattle,"6000 16th Ave SW, ",98106-1499,47.548013,WSAC1983.177.000,"Forsgren, John",S-7,1982,Leaded and sandblasted glass,24 1/2 in x 36 3/8 in x 3/4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College,"Robert Smith Building (RSB) 43, Registrar's office","(47.548013, -122.352559)"
Seattle,"6000 16th Avenue SW, ",98387,47.541963,WSAC2006.009.000,"Bigger, Charles",Olduwan,2007,"Painted steel, fired ceramic, and glass",10 ft x 21 in x 27 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College - Georgetown Campus,Exterior courtyard,"(47.541963, -122.324924)"
Seattle,"6000 16th Avenue SW, ",98106-1499,47.543096,WSAC2003.073.002,"Buckner, Paul",Duwamish Working Hands,2005,Cast cement and ceramic tile,8 ft x 25 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College - Georgetown Campus,Near main entrance door to Building A,"(47.543096, -122.326627)"
Seattle,"6000 16th Avenue SW, ",98106-1499,47.543195,WSAC2003.073.001,"Buckner, Paul",Sculpin Wind Vane,2005,Gold and metal leaf on formed copper sheet,30 in x 37 in x 8 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with South Seattle Community College,South Seattle College - Georgetown Campus,SE corner of the roof of Building A,"(47.543195, -122.326481)"
Seattle,"800 Convention Place, ",98101,47.611047,WSAC1989.011.001-2A-K,"Ferrara, Jackie",Meeting Place,1989,Slate tile with concrete and steel benches,67 ft x 46 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State Convention and Trade Center,Washington State Convention Center,level 2 International Meeting Space,"(47.611047, -122.332646)"
Seattle,"800 Convention Place, ",98101,47.611391,WSAC1988.035.000,"Simpson, Buster",Seattle George Monument,1989,"Steel, aluminum, paint, plastic, glass, vegetation, and wind",28 ft x 12 ft x 12 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State Convention and Trade Center,Washington State Convention Center,Outdoor plaza,"(47.611391, -122.331683)"
Seattle,"800 Convention Place, ",98660,47.611542,WSAC1997.077.000,"Gardner, Ann",Lebeg (slight movement in the air),2001,"Glass mosaic, concrete, steel, and terrazzo","144 in x 16 1/2 in (each, nine pendants)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State Convention and Trade Center,Washington State Convention Center,Lobby atrium,"(47.611542, -122.332938)"
Seattle,"8212 S. 118th St., ",98607,47.4981,WSAC1995.270.000,"Lawrence, Jacob",Builders Three,1991,Offset lithograph,30 in x 21 3/4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Renton School District,Bryn Mawr Elementary,Office,"(47.498100, -122.229296)"
Seattle,"UW Tower, T-12, Box 359445",98011,47.651187,WSAC1999.079.000,"Kahn, Ned",Abyssal Storm,2001,"Steel, aluminum, acrylic, water, sand, and bronze bearings",60 in x 40 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington,Ocean Sciences Building Lobby,"(47.651187, -122.312961)"
Seattle,"UW Tower, T-12, Box 359445",98195,47.652281,WSAC2005.025.000,"Tolle, Brian",Stronghold,2005,Western red cedar,8 ft x 26 ft x 26 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington,Lawn east of William H. Foege building - View of Portage Bay,"(47.652281, -122.312304)"
Seattle,"UW Tower, T-12, Box 359445",98504-2675,47.65335,WSAC1994.001.000,"Puryear, Martin",Everything that Rises,1996,Silicon bronze,276 in x 72 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington,Physics-Astronomy  plaza,"(47.65335, -122.31084)"
Seattle,"UW Tower, T-12, Box 359445",98195,47.653422,WSAC2004.009.000,"Redl, Erwin",Nocturnal Flow,2006,"LEDs, metal rods, light sensor, and electronic components",84 ft x 15 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington,"Allen Center for Cmptr Sci/Engineering, W. Atrium","(47.653422, -122.306044)"
